"occtype","sqft","bldgtype","yrbuilt","x","y","val_struct","val_cont"
"RES1-2SNB",1825.994,"M",0,-101.2765454,48.22898117,158517.033,79258.5169
"RES1-2SNB",2018.42,"W",0,-101.274987,48.2280915,167075.76,83537.8801
"RES1-2SNB",4429.86,"W",0,-101.278938,48.204480109,283134.539,141567.269
"RES1-2SNB",8567.32,"W",0,-101.2774158,48.20570172,505308.758,252654.379
"RES1-2SNB",3765.08,"W",0,-101.278198,48.205228002,253509.165,126754.582
"RES1-2SNB",8490.78,"W",0,-101.2779766,48.204115611,500794.355,250397.177
"RES1-2SNB",8664.06,"W",0,-101.2774354,48.205161133,511014.576,255507.288
"COM1",799.865222,"S",0,-101.2781844,48.420072287,136604.635,136604.635
"RES1-2SNB",1799.98,"W",0,-101.2264005,48.2173695,231171.002,115585.501
"COM1",4070,"C",0,-101.2264161,48.216956837,671811.253,671811.253
"RES1-2SNB",5393.7,"W",0,-101.2295848,48.21813391,457134.526,228567.263
"RES1-2SNB",4148.84,"W",0,-101.2269638,48.197344053,364067.873,182033.936
"RES1-2SNB",5460.14,"W",0,-101.2306023,48.198315591,433562.872,216781.436
"RES1-2SNB",5389.82,"W",0,-101.230957,48.198832208,430048.967,215024.483
"COM1",8579.37,"M",0,-101.2511872,48.2163313,1130524.38,1130524.38
"RES1-2SNB",5094.84,"W",0,-101.2794081,48.298247468,414720.28,207360.14
"RES1-2SNB",5386.38,"M",0,-101.2791828,48.219784977,429875.684,214937.842
"RES1-2SNB",4282.36,"W",0,-101.2784845,48.21888456,371621.005,185810.502
"RES1-2SNB",4990.14,"W",0,-101.2778477,48.218449508,305403.246,152701.623
"RES1-2SNB",6180.38,"W",0,-101.2808299,48.22028513,364524.745,182262.372
"RES1-2SNB",4914.46,"W",0,-101.2802328,48.223018149,302125.638,151062.819
"RES1-2SNB",1701.51,"W",0,-101.2807195,48.244432,160561.927,80280.9639
"RES1-2SNB",2318.34,"W",0,-101.2801019,48.24503225,194481.608,97240.8043
"RES1-2SNB",2438.74,"W",0,-101.281118,48.2450455,273642.53,136821.265
"RES1-2SNB",1474.9,"W",0,-101.2804965,48.245044,145063.395,72531.6977
"RES1-2SNB",2125.48,"W",0,-101.2811119,48.244476197,183852.91,91926.4552
"COM1",1666.87,"W",0,-101.281403,48.2348315,284675.67,284675.67
"RES1-2SNB",2030.24,"W",0,-101.2822535,48.2352355,167748.372,83874.1861
"RES1-2SNB",4628.3,"W",0,-101.281405,48.246460835,308977.178,154488.589
"RES1-2SNB",5064.54,"W",0,-101.2813947,48.246283668,438910.154,219455.077
"RES1-2SNB",2523.02,"W",0,-101.281758,48.250706,204660.051,102330.025
"RES1-2SNB",3612.42,"W",0,-101.2842905,48.250261391,261098.813,130549.406
"RES1-2SNB",2546.02,"W",0,-101.2828411,48.248300966,205732.908,102866.454
"COM1",399.911751,"W",0,-101.2843096,48.249177359,72567.4273,72567.4273
"RES1-2SNB",2468.62,"W",0,-101.2859008,48.229287342,190179.297,95089.6489
"COM1",399.971766,"M",0,-101.2840917,48.230365805,68309.0047,68309.0047
"RES1-2SNB",1058.014,"W",0,-101.2848925,48.226891,148687.87,74343.9352
"RES1-2SNB",3011.92,"W",0,-101.2853892,48.22986013,291298.098,145649.049
"COM1",6519.98194,"S",0,-101.2866291,48.232127254,890849.617,890849.617
"RES1-2SNB",2106.78,"W",0,-101.286014,48.2280785,236344.72,118172.36
"RES1-2SNB",1490.38,"W",0,-101.2853804,48.229541308,193099.028,96549.5143
"RES1-2SNB",4744.82,"W",0,-101.2832385,48.247302897,313547.827,156773.913
"RES1-2SNB",3386.88,"W",0,-101.2863207,48.247062022,248490.892,124245.446
"RES1-2SNB",3667.04,"W",0,-101.2845392,48.2473122,264078.135,132039.067
"RES1-2SNB",2306.94,"W",0,-101.27624,48.3083685,249552.843,124776.421
"COM1",1159,"M",0,-101.2941975,48.311857,224005.953,224005.953
"RES1-2SNB",1493.604,"W",0,-101.283325,48.24148,193358.955,96679.4776
"RES1-2SNB",2807.04,"W",0,-101.2833978,48.241236491,277764.653,138882.326
"RES1-2SNB",5491.1,"W",0,-101.2834488,48.203866987,326047.477,163023.738
"RES1-2SNB",7661.74,"W",0,-101.2815771,48.20532461,451896.78,225948.39
"RES1-2SNB",5306.2,"W",0,-101.2830718,48.203388011,425800.16,212900.08
"RES1-2SNB",6878.28,"W",0,-101.2808486,48.20369933,405687.557,202843.778
"RES1-2SNB",4513.7,"W",0,-101.2840911,48.203295013,286426.499,143213.249
"RES1-2SNB",5279.96,"W",0,-101.280936,48.203162543,317569.327,158784.663
"RES1-2SNB",4298.28,"W",0,-101.2824397,48.20277921,372504.265,186252.132
"RES1-2SNB",2334.24,"W",0,-101.283214,48.2358725,163148.103,81574.0515
"RES1-2SNB",507.83,"W",0,-101.2833155,48.2341415,71367.8281,35683.914
"RES1-2SNB",2644.7,"W",0,-101.2830923,48.235371744,269380.787,134690.393
"COM1",13678,"W",0,-101.3019517,48.201697563,1594867.05,1594867.05
"COM1",24582,"M",0,-101.2999012,48.205664328,2587374.67,2587374.67
"COM1",22173.5,"W",0,-101.3071895,48.198311474,2373279.63,2373279.63
"COM1",6258.23255,"M",0,-101.2977055,48.200755484,652848.415,652848.415
"COM1",12631.5,"M",0,-101.2856735,48.236021353,1497855.94,1497855.94
"COM1",62659,"S",0,-101.2981275,48.204699166,5889014.87,5889014.87
"COM1",11047.1,"W",0,-101.3005208,48.211477617,1343094.09,1343094.09
"COM1",775.958948,"W",0,-101.2831097,48.212024221,132521.812,132521.812
"COM1",8175.92,"S",0,-101.2809497,48.21210114,1056850.8,1056850.8
"RES1-2SNB",2692.86,"W",0,-101.286034,48.2418395,271925.37,135962.685
"RES1-2SNB",2048.52,"W",0,-101.285326,48.2492645,179330.425,89665.2125
"COM1",5262.35636,"S",0,-101.2901645,48.21175451,563447.677,563447.677
"COM1",15333.8909,"W",0,-101.2884075,48.211883751,1616042.65,1616042.65
"RES1-2SNB",1987.244,"W",0,-101.283549,48.225708,165515.351,82757.6757
"RES1-2SNB",3402.16,"W",0,-101.2861626,48.21735971,234692.325,117346.162
"RES1-2SNB",3305.84,"W",0,-101.287291,48.250454,329784.805,164892.402
"RES1-2SNB",3443.22,"W",0,-101.2866784,48.250015604,339829.905,169914.952
"RES1-2SNB",3261.12,"W",0,-101.287118,48.249005,241247.15,120623.575
"COM1",7781,"M",0,-101.28738,48.225713862,1017797.4,1017797.4
"COM1",9200,"M",0,-101.28702,48.22591,1157436.96,1157436.96
"RES1-2SNB",2231.7,"W",0,-101.2877569,48.248565945,189831.395,94915.6979
"RES1-2SNB",2479.38,"W",0,-101.287836,48.24827,202585.047,101292.523
"COM1",2001.13417,"S",0,-101.286328,48.209982004,317790.139,317790.139
"COM1",395.713311,"S",0,-101.288181,48.232088,67581.7263,67581.7263
"RES1-2SNB",3745.72,"W",0,-101.2899515,48.2180535,252535.649,126267.824
"RES1-2SNB",3687.88,"W",0,-101.2892125,48.218047,249606.848,124803.424
"RES1-2SNB",3838.18,"W",0,-101.2889244,48.246651027,228640.821,114320.41
"RES1-2SNB",2685.12,"W",0,-101.2880525,48.2466515,177381.726,88690.8632
"RES1-2SNB",2691.8,"W",0,-101.2867912,48.227589844,199717.484,99858.7422
"COM1",9200,"S",0,-101.288846,48.222236,1157436.96,1157436.96
"RES1-2SNB",1824.274,"W",0,-101.289345,48.2225875,140000.398,70000.1992
"RES1-2SNB",6002.58,"W",0,-101.2854025,48.291362,472050.574,236025.287
"RES1-2SNB",2581.92,"W",0,-101.2748977,48.287361758,265936.955,132968.477
"RES1-2SNB",2853.48,"W",0,-101.2903098,48.215614424,280912.636,140456.318
"RES1-2SNB",3674.34,"W",0,-101.290315,48.214862,248916.835,124458.417
"RES1-2SNB",4582.5,"W",0,-101.289628,48.21591576,289070.565,144535.282
"COM1",27923.5,"C",0,-101.291009,48.281570377,2925650.17,2925650.17
"RES1-2SNB",1691.834,"W",0,-101.2911322,48.240716957,133249.189,66624.5947
"RES1-2SNB",1582.4,"W",0,-101.2911385,48.2408435,127152.03,63576.0154
"RES1-2SNB",1981.87,"W",0,-101.290956,48.2190915,165300.416,82650.2082
"RES1-2SNB",2362.84,"W",0,-101.2930925,48.195875,268764.622,134382.311
"RES1-2SNB",2331.02,"W",0,-101.2913473,48.195880809,266723.311,133361.655
"RES1-2SNB",1425.664,"W",0,-101.2918865,48.197438,187737.398,93868.6992
"RES1-2SNB",7982.08,"W",0,-101.2417473,48.131209303,627720.988,313860.494
"COM1",800.004993,"S",0,-101.2564482,48.227961056,149174.021,149174.021
"RES1-2SNB",5073.34,"W",0,-101.2561332,48.227979055,413565.869,206782.934
"RES1-2SNB",5559.46,"W",0,-101.293,48.215388,292289.265,146144.632
"RES1-2SNB",2133,"W",0,-101.2930185,48.2178665,153771.128,76885.5642
"RES1-2SNB",3778.18,"W",0,-101.2929835,48.190157,363097.813,181548.906
"RES1-2SNB",1580.894,"W",0,-101.294159,48.248511,152247.401,76123.7007
"RES1-2SNB",3840.76,"W",0,-101.2942064,48.248128691,273362.118,136681.059
"COM1",5252.86363,"S",0,-101.2952367,48.247587271,806964.291,806964.291
"RES1-2SNB",2420.04,"W",0,-101.2910125,48.248765,199680.801,99840.4005
"RES1-2SNB",3550.94,"W",0,-101.2914069,48.24889042,257710.789,128855.394
"RES1-2SNB",4457.38,"W",0,-101.2920815,48.247482,404949.086,202474.543
"RES1-2SNB",3402.16,"W",0,-101.2923476,48.247420666,249360.595,124680.297
"RES1-2SNB",3402.36,"W",0,-101.2921905,48.248479198,249371.964,124685.982
"RES1-2SNB",4187.34,"W",0,-101.2937575,48.195492,273179.795,136589.897
"COM1",5856.90634,"M",0,-101.2956175,48.214412752,616842.08,616842.08
"COM1",2285.71428,"S",0,-101.295213,48.2144355,390364.722,390364.722
"RES1-2SNB",2270.82,"W",0,-101.294042,48.2448535,160288.453,80144.2269
"COM1",1374.97435,"S",0,-101.2955915,48.242634,253583.617,253583.617
"COM1",2434.24,"S",0,-101.2881665,48.2580295,441713.787,441713.787
"COM1",2666,"W",0,-101.2942255,48.239871,455311.654,455311.654
"RES1-2SNB",2180.96,"W",0,-101.2947565,48.001636,176012.856,88006.4282
"RES1-2SNB",3075.14,"W",0,-101.295671,48.0016505,295288.998,147644.499
"COM1",8438.75,"C",0,-101.2944144,48.184348642,1083037.79,1083037.79
"RES1-2SNB",2681.04,"W",0,-101.276668,48.1827935,271308.668,135654.334
"COM1",5624.25,"S",0,-101.2916805,48.185006,695858.351,695858.351
"RES1-2SNB",2140.1,"W",0,-101.294152,48.0019985,173829.566,86914.7831
"COM1",5661.53846,"C",0,-101.296316,48.24887,699523.913,699523.913
"RES1-2SNB",4964.78,"W",0,-101.2974792,48.226873361,271773.194,135886.597
"RES1-2SNB",1520.48,"W",0,-101.297424,48.2267045,139487.956,69743.9782
"RES1-2SNB",1928.98,"W",0,-101.297662,48.242270168,144359.091,72179.5459
"RES1-2SNB",1872.434,"W",0,-101.2985535,48.2426405,160649.02,80324.5104
"COM1",6363.5,"W",0,-101.2963702,48.222363856,662328.804,662328.804
"COM1",4264.25,"M",0,-101.2970082,48.167584521,654450.419,654450.419
"RES1-2SNB",2878.62,"W",0,-101.2984465,48.213883249,282597.121,141298.56
"RES1-2SNB",4736.88,"W",0,-101.2983435,48.213096295,395386.684,197693.342
"RES1-2SNB",1732.684,"W",0,-101.298181,48.228516,135435.758,67717.8791
"COM1",800.103512,"M",0,-101.300377,48.2562405,136645.331,136645.331
"RES1-2SNB",3780.34,"W",0,-101.2999875,48.255674522,254274.108,127137.054
"RES1-2SNB",2377.24,"W",0,-101.299846,48.2196015,253811.057,126905.528
"RES1-2SNB",3252.94,"W",0,-101.2991077,48.218946607,306671.933,153335.966
"COM1",799.995541,"S",0,-101.299107,48.244291,136626.891,136626.891
"RES1-2SNB",2130.22,"W",0,-101.2988767,48.25964863,237974.422,118987.211
"RES1-2SNB",2599.56,"W",0,-101.3052935,48.21212,266919.102,133459.551
"RES1-2SNB",2406.28,"W",0,-101.2991165,48.242092,166289.847,83144.9235
"RES1-2SNB",3429.24,"W",0,-101.3029149,48.242319604,236137.77,118068.885
"COM1",10464.7,"C",0,-101.3036952,48.245504172,1520115.39,1520115.39
"RES1-2SNB",6390.22,"W",0,-101.316979,48.278255,502535.08,251267.54
"RES1-2SNB",3685.74,"W",0,-101.3087504,48.269250901,335858.765,167929.382
"RES1-2SNB",4536.5,"W",0,-101.3080444,48.269846152,385280.143,192640.071
"RES1-2SNB",2268.02,"W",0,-101.3115846,48.269878565,247110.26,123555.13
"RES1-2SNB",3402.16,"W",0,-101.3087399,48.270515157,317043.043,158521.521
"RES1-2SNB",6521.16,"W",0,-101.3064317,48.271020199,512832.369,256416.184
"RES1-2SNB",2730.06,"W",0,-101.3010922,48.238272516,273833.065,136916.532
"COM1",3311.09433,"M",0,-101.3008462,48.232069969,675404.478,675404.478
"RES1-2SNB",3819.68,"W",0,-101.301172,48.213887758,344338.568,172169.284
"RES1-2SNB",3566.42,"W",0,-101.3026734,48.263556559,328084.519,164042.259
"RES1-2SNB",1454.904,"W",0,-101.2659485,48.2317795,190193.881,95096.9408
"RES1-2SNB",3749.6,"W",0,-101.2735812,48.244968221,268526.717,134263.358
"RES1-2SNB",3963.3,"W",0,-101.2707694,48.201079186,375212.257,187606.128
"RES1-2SNB",4672.8,"W",0,-101.2707099,48.202268546,416731.931,208365.965
"RES1-2SNB",4099.18,"W",0,-101.2682709,48.200112989,383766.929,191883.464
"RES1-2SNB",5302.32,"W",0,-101.2688101,48.202132167,452201.232,226100.616
"RES1-2SNB",6448.28,"W",0,-101.268712,48.200483053,538794.805,269397.402
"RES1-2SNB",21774.2,"W",0,-101.2727136,48.201797644,1819372.89,909686.446
"RES1-2SNB",2181.82,"W",0,-101.2740485,48.242572,256577.234,128288.617
"COM1",1013.62376,"W",0,-101.2734008,48.232292444,173111.294,173111.294
"RES1-2SNB",5143.86,"W",0,-101.279616,48.2822255,443416.8,221708.4
"RES1-2SNB",2233.42,"W",0,-101.2782536,48.230029563,178753.591,89376.7956
"RES1-2SNB",6295.62,"W",0,-101.2786663,48.181847535,495095.615,247547.807
"RES1-2SNB",5293.72,"W",0,-101.2819924,48.179092985,425159.491,212579.745
"RES1-2SNB",5690.62,"W",0,-101.2797325,48.1801815,447517.64,223758.82
"RES1-2SNB",6211.12,"W",0,-101.2771785,48.1817,488450.427,244225.213
"RES1-2SNB",3039.66,"W",0,-101.2794885,48.1794195,293059.996,146529.998
"RES1-2SNB",2102.48,"W",0,-101.283392,48.1801925,236043.368,118021.684
"RES1-2SNB",3482.14,"W",0,-101.2814915,48.2454885,253876.036,126938.018
"RES1-2SNB",1932.634,"W",0,-101.278712,48.244692,239282.406,119641.203
"RES1-2SNB",1662.38,"W",0,-101.2811255,48.2454325,157875.978,78937.989
"RES1-2SNB",4862.44,"W",0,-101.2800634,48.233577569,299848.53,149924.265
"RES1-2SNB",4181.1,"W",0,-101.2817062,48.200620636,272915.184,136457.592
"RES1-2SNB",3795.18,"W",0,-101.2820893,48.200611641,255015.965,127507.982
"RES1-2SNB",1850.72,"W",0,-101.2809101,48.23822062,159663.894,79831.947
"RES1-2SNB",2654.82,"W",0,-101.3022565,48.231644,269922.496,134961.248
"RES1-2SNB",1903.61,"W",0,-101.302627,48.224166214,223635.246,111817.623
"COM1",5740.5,"C",0,-101.3072103,48.429438832,910296.328,910296.328
"RES1-2SNB",6483.96,"W",0,-101.3049701,48.422606056,339937.942,169968.971
"RES1-2SNB",7046.84,"W",0,-101.3058268,48.42416387,369448.345,184724.172
"RES1-2SNB",6380.34,"W",0,-101.3031477,48.428725888,376318.578,188159.289
"RES1-2SNB",7115.64,"W",0,-101.3066215,48.426941419,419687.278,209843.639
"RES1-2SNB",6504.18,"W",0,-101.3066535,48.427282657,340998.027,170499.013
"RES1-2SNB",2407.34,"W",0,-101.3066415,48.261502,255605.926,127802.963
"RES1-2SNB",1811.16,"W",0,-101.301146,48.2619105,218260.859,109130.429
"RES1-2SNB",2570.54,"W",0,-101.306355,48.261517,265297.335,132648.667
"RES1-2SNB",2421.1,"W",0,-101.303745,48.261055,256460.478,128230.239
"COM1",400.004611,"W",0,-101.3043477,48.261055116,68314.6141,68314.6141
"RES1-2SNB",4346,"W",0,-101.3029765,48.195085751,279764.991,139882.495
"RES1-2SNB",5226.86,"W",0,-101.3037439,48.262772815,421698.215,210849.107
"RES1-2SNB",2306.3,"W",0,-101.3064565,48.2623715,249513.168,124756.584
"RES1-2SNB",4142.62,"W",0,-101.3051019,48.262774293,363709.683,181854.841
"COM1",1941.20197,"C",0,-101.3102658,48.225154258,331527.337,331527.337
"RES1-2SNB",5982.58,"W",0,-101.3078051,48.224728949,470477.748,235238.874
"RES1-2SNB",1577.884,"W",0,-101.3039046,48.222881247,199912.158,99956.0791
"RES1-2SNB",4082.84,"W",0,-101.3058379,48.22298295,360238.413,180119.206
"COM1",347.424657,"S",0,-101.3115755,48.2251445,92747.9251,92747.9251
"COM1",400.108181,"W",0,-101.303908,48.22259,68332.3023,68332.3023
"RES1-2SNB",4638.84,"W",0,-101.3082582,48.224084591,390514.912,195257.456
"RES1-2SNB",3787.64,"M",0,-101.3064545,48.235707211,254639.288,127319.644
"RES1-2SNB",2912.16,"W",0,-101.304876,48.235461288,209673.469,104836.734
"RES1-2SNB",1445.23,"W",0,-101.304088,48.2347645,189387.36,94693.6804
"RES1-2SNB",1717.634,"W",0,-101.3048635,48.239584,211223.82,105611.91
"RES1-2SNB",3988.24,"W",0,-101.3040519,48.259353958,264484.441,132242.22
"RES1-2SNB",16314.2,"W",0,-101.3056116,48.206322423,962227.177,481113.588
"RES1-2SNB",3125.02,"W",0,-101.3034665,48.21313676,298376.164,149188.082
"RES1-2SNB",3472.24,"W",0,-101.3048331,48.214341559,321801.846,160900.923
"RES1-2SNB",2177.72,"W",0,-101.3043835,48.2489625,175841.285,87920.6426
"RES1-2SNB",2166.54,"W",0,-101.3049695,48.238031,175247.204,87623.6023
"RES1-2SNB",4179.16,"W",0,-101.3053757,48.218061735,365805.838,182902.919
"RES1-2SNB",8581.5,"W",0,-101.3049879,48.21768071,674860.144,337430.072
"COM1",4043.12,"M",0,-101.307076,48.2307495,629169.277,629169.277
"RES1-2SNB",1889.204,"W",0,-101.307688,48.2366545,161395.748,80697.8744
"COM1",11634.3068,"M",0,-101.3031358,48.211577435,1401559.53,1401559.53
"COM1",3115.06206,"M",0,-101.29966,48.2114495,526716.933,526716.933
"COM1",6080.72079,"W",0,-101.2992215,48.21147,844927.654,844927.654
"RES1-2SNB",5219.98,"W",0,-101.3064697,48.220373136,421339.273,210669.636
"RES1-2SNB",3371.4,"W",0,-101.3060725,48.2550285,233042.356,116521.178
"RES1-2SNB",4071.88,"W",0,-101.3033433,48.263434099,359596.349,179798.174
"RES1-2SNB",3766.8,"W",0,-101.3066924,48.263670401,341021.923,170510.961
"RES1-2SNB",3980.94,"W",0,-101.30484,48.263652849,354201.378,177100.689
"RES1-2SNB",4247.1,"W",0,-101.3045728,48.26364548,369651.6,184825.8
"RES1-2SNB",2601.06,"W",0,-101.307161,48.2641155,267002.096,133501.048
"RES1-2SNB",2124.62,"W",0,-101.3071685,48.2645595,237587.074,118793.537
"COM1",17028.5106,"M",0,-101.3015215,48.268349779,2374035.29,2374035.29
"RES1-2SNB",2306.94,"W",0,-101.307151,48.2600675,161927.898,80963.9493
"RES1-2SNB",2311.24,"W",0,-101.306462,48.259787,162121.172,81060.5861
"RES1-2SNB",3541.04,"W",0,-101.3064836,48.259377127,242034.641,121017.32
"RES1-2SNB",3289.28,"W",0,-101.30846,48.2576135,202516.198,101258.099
"RES1-2SNB",4259.14,"W",0,-101.3083168,48.252857832,370326.116,185163.058
"RES1-2SNB",2758.44,"W",0,-101.3095845,48.197887008,275254.571,137627.285
"RES1-2SNB",2653.52,"W",0,-101.3090533,48.198193079,198171.68,99085.8403
"RES1-2SNB",2972.58,"W",0,-101.3088061,48.197436777,212715.867,106357.933
"RES1-2SNB",10908.02,"W",0,-101.307168,48.196942,643365.491,321682.745
"RES1-2SNB",3283.48,"W",0,-101.3096575,48.2623915,202228.436,101114.218
"RES1-2SNB",5613,"W",0,-101.3074557,48.219358769,441413.504,220706.752
"RES1-2SNB",4287.52,"W",0,-101.3085185,48.2208825,371907.692,185953.846
"RES1-2SNB",30379.4,"W",0,-101.3133178,48.219206202,2389074.9,1194537.45
"RES1-2SNB",20532.8,"W",0,-101.3127072,48.218658747,1614725.67,807362.836
"RES1-2SNB",2435.94,"W",0,-101.3094765,48.2414635,257374.376,128687.188
"RES1-2SNB",4456.52,"W",0,-101.3120478,48.222166714,381082.925,190541.462
"RES1-2SNB",4169.7,"W",0,-101.3102084,48.213717208,365265.021,182632.51
"RES1-2SNB",3673.06,"M",0,-101.311747,48.2137925,335042.451,167521.225
